id,group,context,question,answer
-3704364563894681406,applicable_actions_bool,"This is a visitall domain where a robot in a grid must visit all the cells or places in the grid. There are some unavailable places in the grid. The grid size is 4x5, and the location cell names are of the form loc-xi-yj (e.g., loc-x0-y2 or loc-x1-y1). The grid cells are connected to their available neighbors. The unavailable cells are loc-x2-y3, loc-x1-y2, and loc-x0-y4. Currently, the robot is in place loc-x3-y3.The following places have been visited: loc-x3-y3, loc-x1-y0, loc-x3-y0, loc-x3-y1, loc-x3-y2, loc-x0-y1, loc-x3-y4, loc-x2-y2, loc-x0-y2, loc-x2-y0, loc-x1-y1, loc-x2-y1, and loc-x0-y0.",Is the following action applicable in this state: navigate from loc-x1-y4 to loc-x2-y4?,no
-8323327765172602012,applicable_actions_bool,"This is a visitall domain where a robot in a grid must visit all the cells or places in the grid. There are some unavailable places in the grid. The grid size is 4x5, and the location cell names are of the form loc-xi-yj (e.g., loc-x0-y2 or loc-x1-y1). The grid cells are connected to their available neighbors. The unavailable cells are loc-x2-y3, loc-x1-y2, and loc-x0-y4. Currently, the robot is in place loc-x1-y1.The following places have been visited: loc-x0-y1, loc-x0-y2, loc-x1-y1, and loc-x0-y0.",Is the following action applicable in this state: move to place loc-x1-y1 from place loc-x2-y1?,no
-4398683168859806843,applicable_actions_bool,"This is a depot domain, a combination of blocks and logistics. In this domain, trucks can transport crates, the crates can be stacked onto pallets using hoists. There are 12 hoists, 10 depots, 2 trucks, 2 crates, 12 pallets, 2 distributors, numbered consecutively. Currently, pallet9, pallet6, pallet10, pallet1, pallet5, pallet2, pallet7, pallet11, pallet3, pallet4, pallet8, and pallet0 are clear; hoist2, hoist5, hoist6, hoist9, hoist3, hoist4, hoist7, hoist1, hoist8, hoist0, and hoist10 are available; pallet8 is at depot8, pallet10 is at distributor0, pallet9 is at depot9, hoist2 is at depot2, hoist4 is at depot4, pallet6 is at depot6, pallet2 is at depot2, hoist8 is at depot8, pallet1 is at depot1, pallet3 is at depot3, hoist9 is at depot9, hoist6 is at depot6, pallet4 is at depot4, pallet11 is at distributor1, hoist7 is at depot7, hoist5 is at depot5, pallet5 is at depot5, pallet7 is at depot7, pallet0 is at depot0, hoist1 is at depot1, hoist3 is at depot3, hoist11 is at distributor1, truck1 is at depot5, hoist0 is at depot0, hoist10 is at distributor0, and truck0 is at depot1; crate1 is in truck1; hoist11 is lifting crate0.",Is the following action applicable in this state: unload the crate crate1 from the truck truck1 at the place depot5 using the hoist hoist5?,yes
8024293057944657242,applicable_actions_bool,"This is a depot domain, a combination of blocks and logistics. In this domain, trucks can transport crates, the crates can be stacked onto pallets using hoists. There are 9 hoists, 7 depots, 2 trucks, 2 crates, 9 pallets, 2 distributors, numbered consecutively. Currently, pallet6, pallet1, crate1, pallet5, pallet2, pallet7, pallet4, pallet8, and pallet0 are clear; hoist2, hoist5, hoist6, hoist3, hoist4, hoist7, hoist8, and hoist0 are available; hoist2 is at depot2, hoist4 is at depot4, pallet6 is at depot6, pallet2 is at depot2, pallet8 is at distributor1, crate1 is at depot3, pallet1 is at depot1, pallet3 is at depot3, hoist6 is at depot6, truck0 is at depot3, truck1 is at distributor0, pallet4 is at depot4, hoist8 is at distributor1, hoist5 is at depot5, pallet7 is at distributor0, pallet5 is at depot5, pallet0 is at depot0, hoist1 is at depot1, hoist3 is at depot3, hoist0 is at depot0, and hoist7 is at distributor0; crate1 is on pallet3; hoist1 is lifting crate0.",Is the following action applicable in this state: lift crate crate0 from surface pallet2 at place depot0 using hoist hoist0?,no
-4335140505299837356,applicable_actions_bool,"This is a depot domain, a combination of blocks and logistics. In this domain, trucks can transport crates, the crates can be stacked onto pallets using hoists. There are 12 hoists, 10 depots, 2 trucks, 2 crates, 12 pallets, 2 distributors, numbered consecutively. Currently, crate0, pallet6, pallet10, pallet1, crate1, pallet5, pallet2, pallet7, pallet3, pallet4, pallet8, and pallet0 are clear; hoist2, hoist5, hoist6, hoist9, hoist3, hoist4, hoist7, hoist1, hoist8, hoist11, hoist0, and hoist10 are available; pallet8 is at depot8, pallet10 is at distributor0, pallet9 is at depot9, hoist2 is at depot2, crate1 is at depot9, hoist4 is at depot4, pallet2 is at depot2, hoist8 is at depot8, pallet6 is at depot6, truck0 is at depot0, pallet1 is at depot1, pallet3 is at depot3, hoist9 is at depot9, hoist6 is at depot6, pallet4 is at depot4, pallet11 is at distributor1, hoist7 is at depot7, hoist5 is at depot5, pallet5 is at depot5, pallet7 is at depot7, pallet0 is at depot0, hoist1 is at depot1, hoist3 is at depot3, hoist11 is at distributor1, hoist0 is at depot0, hoist10 is at distributor0, truck1 is at depot1, and crate0 is at distributor1; crate1 is on pallet9 and crate0 is on pallet11.",Is the following action applicable in this state: drive the truck truck1 from depot1 to depot1?,yes
-2770781295680786150,applicable_actions_bool,"This is a depot domain, a combination of blocks and logistics. In this domain, trucks can transport crates, the crates can be stacked onto pallets using hoists. There are 4 hoists, 2 depots, 2 trucks, 2 crates, 4 pallets, 2 distributors, numbered consecutively. Currently, pallet1, crate1, pallet2, and pallet0 are clear; hoist2, hoist3, and hoist1 are available; pallet2 is at distributor0, hoist2 is at distributor0, pallet1 is at depot1, truck0 is at distributor0, pallet3 is at distributor1, pallet0 is at depot0, hoist1 is at depot1, hoist3 is at distributor1, hoist0 is at depot0, crate1 is at distributor1, and truck1 is at depot1; crate1 is on pallet3; hoist0 is lifting crate0.",Is the following action applicable in this state: drive the truck truck1 from depot0 to depot0?,no
-576030781519258913,applicable_actions_bool,"This is a depot domain, a combination of blocks and logistics. In this domain, trucks can transport crates, the crates can be stacked onto pallets using hoists. There are 6 hoists, 4 depots, 2 trucks, 3 crates, 6 pallets, 2 distributors, numbered consecutively. Currently, pallet1, pallet5, pallet2, pallet3, pallet4, and pallet0 are clear; hoist2, hoist5, hoist3, hoist4, and hoist0 are available; hoist2 is at depot2, pallet2 is at depot2, hoist5 is at distributor1, pallet1 is at depot1, pallet3 is at depot3, hoist4 is at distributor0, pallet4 is at distributor0, pallet5 is at distributor1, pallet0 is at depot0, hoist1 is at depot1, hoist3 is at depot3, hoist0 is at depot0, truck1 is at depot1, and truck0 is at depot1; crate1 is in truck0 and crate0 is in truck1; hoist1 is lifting crate2.",Is the following action applicable in this state: load crate crate2 into truck truck1 at place depot1 with hoist hoist1?,yes
267408770639749060,applicable_actions_bool,"This is a depot domain, a combination of blocks and logistics. In this domain, trucks can transport crates, the crates can be stacked onto pallets using hoists. There are 9 hoists, 7 depots, 2 trucks, 2 crates, 9 pallets, 2 distributors, numbered consecutively. Currently, crate0, pallet6, pallet1, crate1, pallet5, pallet2, pallet7, pallet4, and pallet0 are clear; hoist2, hoist5, hoist6, hoist3, hoist4, hoist7, hoist1, hoist8, and hoist0 are available; hoist2 is at depot2, hoist4 is at depot4, pallet6 is at depot6, pallet2 is at depot2, pallet8 is at distributor1, crate1 is at depot3, pallet1 is at depot1, pallet3 is at depot3, truck0 is at depot6, hoist6 is at depot6, truck1 is at distributor1, pallet4 is at depot4, hoist8 is at distributor1, hoist5 is at depot5, pallet7 is at distributor0, pallet5 is at depot5, pallet0 is at depot0, hoist1 is at depot1, hoist3 is at depot3, hoist0 is at depot0, crate0 is at distributor1, and hoist7 is at distributor0; crate0 is on pallet8 and crate1 is on pallet3.",Is the following action applicable in this state: use the hoist hoist3 to lift the crate crate1 from the surface pallet3 at location depot3?,yes
3657324213050271503,applicable_actions_bool,"This is a depot domain, a combination of blocks and logistics. In this domain, trucks can transport crates, the crates can be stacked onto pallets using hoists. There are 4 hoists, 2 depots, 2 trucks, 2 crates, 4 pallets, 2 distributors, numbered consecutively. Currently, pallet1, pallet2, pallet3, and pallet0 are clear; hoist2, hoist3, and hoist1 are available; pallet2 is at distributor0, hoist2 is at distributor0, truck0 is at depot0, pallet1 is at depot1, truck1 is at distributor1, pallet3 is at distributor1, pallet0 is at depot0, hoist1 is at depot1, hoist3 is at distributor1, and hoist0 is at depot0; crate1 is in truck0; hoist0 is lifting crate0.",Is the following action applicable in this state: navigate the truck truck0 from location depot0 to location depot1?,yes
792073847261199613,applicable_actions_bool,"This is a depot domain, a combination of blocks and logistics. In this domain, trucks can transport crates, the crates can be stacked onto pallets using hoists. There are 12 hoists, 10 depots, 2 trucks, 2 crates, 12 pallets, 2 distributors, numbered consecutively. Currently, crate0, pallet9, pallet6, pallet10, pallet1, crate1, pallet5, pallet7, pallet11, pallet3, pallet4, and pallet0 are clear; hoist2, hoist5, hoist6, hoist9, hoist3, hoist4, hoist7, hoist1, hoist8, hoist11, hoist0, and hoist10 are available; pallet8 is at depot8, pallet10 is at distributor0, pallet9 is at depot9, hoist2 is at depot2, hoist4 is at depot4, pallet6 is at depot6, pallet2 is at depot2, hoist8 is at depot8, crate0 is at depot8, truck1 is at depot4, truck0 is at depot0, pallet1 is at depot1, pallet3 is at depot3, hoist9 is at depot9, hoist6 is at depot6, pallet4 is at depot4, pallet11 is at distributor1, crate1 is at depot2, hoist7 is at depot7, hoist5 is at depot5, pallet5 is at depot5, pallet7 is at depot7, pallet0 is at depot0, hoist1 is at depot1, hoist3 is at depot3, hoist11 is at distributor1, hoist0 is at depot0, and hoist10 is at distributor0; crate0 is on pallet8 and crate1 is on pallet2.",Is the following action applicable in this state: drive truck truck0 from place distributor0 to place distributor0?,no
6342729500593802320,applicable_actions_bool,"This is a depot domain, a combination of blocks and logistics. In this domain, trucks can transport crates, the crates can be stacked onto pallets using hoists. There are 9 hoists, 7 depots, 2 trucks, 2 crates, 9 pallets, 2 distributors, numbered consecutively. Currently, crate0, pallet6, crate1, pallet5, pallet2, pallet7, pallet4, pallet8, and pallet0 are clear; hoist2, hoist5, hoist6, hoist3, hoist4, hoist7, hoist1, hoist8, and hoist0 are available; hoist2 is at depot2, hoist4 is at depot4, pallet6 is at depot6, pallet2 is at depot2, pallet8 is at distributor1, crate1 is at depot3, pallet1 is at depot1, pallet3 is at depot3, hoist6 is at depot6, pallet4 is at depot4, truck0 is at depot2, hoist8 is at distributor1, hoist5 is at depot5, pallet7 is at distributor0, pallet5 is at depot5, pallet0 is at depot0, hoist1 is at depot1, hoist3 is at depot3, hoist0 is at depot0, truck1 is at depot6, crate0 is at depot1, and hoist7 is at distributor0; crate0 is on pallet1 and crate1 is on pallet3.",Is the following action applicable in this state: unload crate crate0 from truck truck1 at place depot5 using hoist hoist5?,no
-6749770971293245319,applicable_actions_bool,"This is a depot domain, a combination of blocks and logistics. In this domain, trucks can transport crates, the crates can be stacked onto pallets using hoists. There are 6 hoists, 4 depots, 2 trucks, 3 crates, 6 pallets, 2 distributors, numbered consecutively. Currently, crate0, pallet1, pallet5, pallet2, pallet4, and pallet0 are clear; hoist2, hoist3, hoist4, and hoist0 are available; hoist2 is at depot2, truck1 is at depot3, pallet2 is at depot2, truck0 is at distributor1, hoist5 is at distributor1, pallet1 is at depot1, pallet3 is at depot3, hoist4 is at distributor0, pallet4 is at distributor0, crate0 is at depot3, pallet5 is at distributor1, pallet0 is at depot0, hoist1 is at depot1, hoist3 is at depot3, and hoist0 is at depot0; crate0 is on pallet3; hoist1 is lifting crate2 and hoist5 is lifting crate1.",Is the following action applicable in this state: load the crate crate1 into the truck truck0 at the place depot1 with the hoist hoist1?,no
-2068222490834745087,applicable_actions_bool,"A robotic arm is in a grid and can only move to locations that are connected to its current location. The 3x5 grid locations may have gold, hard rocks, or soft rocks. Rocks cannot be moved. The robotic arm can pick up laser or bomb. Only one item can be picked at a time. There is one laser is the grid that can be used to clear rocks. Robotic arm can fire laser at a location from a connected location. The locations are of the form fi-jf (e.g., f3-2f or f0-1f). The grid cells are connected to their neighbors (e.g., f1-2f is connected to the four neighbors f0-2f, f2-2f, f1-1f, and f1-3f).  If a bomb is picked, it cannot be placed back. It can only be detonated at connected location that have soft rock. Bomb supply is available at f0-0f location.  Currently, the robot is at position f0-2f and is holding a bomb. The following locations have hard rock: f1-3f and f1-4f. The following locations have soft rock: f1-2f, f0-4f, f2-1f, f2-2f, f2-3f, and f2-4f. The gold is at f0-4f location. The laser is at f0-1f location.",Is the following action applicable in this state: detonate the bomb at location f0-2f connected to location f1-2f?,yes
-1801939423931521027,applicable_actions_bool,"A robotic arm is in a grid and can only move to locations that are connected to its current location. The 3x3 grid locations may have gold, hard rocks, or soft rocks. Rocks cannot be moved. The robotic arm can pick up laser or bomb. Only one item can be picked at a time. There is one laser is the grid that can be used to clear rocks. Robotic arm can fire laser at a location from a connected location. The locations are of the form fi-jf (e.g., f3-2f or f0-1f). The grid cells are connected to their neighbors (e.g., f1-2f is connected to the four neighbors f0-2f, f2-2f, f1-1f, and f1-3f).  If a bomb is picked, it cannot be placed back. It can only be detonated at connected location that have soft rock. Bomb supply is available at f0-0f location.  Currently, the robot is at position f0-0f and is holding a laser. The following locations have hard rock: f1-2f. The following locations have soft rock: f2-2f, f0-2f, f1-1f, and f2-1f. The gold is at f0-2f location.",Is the following action applicable in this state: move to location f1-0f from location f0-0f?,yes
8829534196725261002,applicable_actions_bool,"A robotic arm is in a grid and can only move to locations that are connected to its current location. The 3x4 grid locations may have gold, hard rocks, or soft rocks. Rocks cannot be moved. The robotic arm can pick up laser or bomb. Only one item can be picked at a time. There is one laser is the grid that can be used to clear rocks. Robotic arm can fire laser at a location from a connected location. The locations are of the form fi-jf (e.g., f3-2f or f0-1f). The grid cells are connected to their neighbors (e.g., f1-2f is connected to the four neighbors f0-2f, f2-2f, f1-1f, and f1-3f).  If a bomb is picked, it cannot be placed back. It can only be detonated at connected location that have soft rock. Bomb supply is available at f0-0f location.  Currently, the robot is at position f0-0f and is holding a bomb. The following locations have soft rock: f0-3f, f2-2f, f1-3f, f2-3f, f2-1f, and f1-2f. The gold is at f0-3f location. The laser is at f0-0f location.",Is the following action applicable in this state: move from location f2-3f to location f2-2f?,no
-1592908269790450533,applicable_actions_bool,"A robotic arm is in a grid and can only move to locations that are connected to its current location. The 4x4 grid locations may have gold, hard rocks, or soft rocks. Rocks cannot be moved. The robotic arm can pick up laser or bomb. Only one item can be picked at a time. There is one laser is the grid that can be used to clear rocks. Robotic arm can fire laser at a location from a connected location. The locations are of the form fi-jf (e.g., f3-2f or f0-1f). The grid cells are connected to their neighbors (e.g., f1-2f is connected to the four neighbors f0-2f, f2-2f, f1-1f, and f1-3f).  If a bomb is picked, it cannot be placed back. It can only be detonated at connected location that have soft rock. Bomb supply is available at f0-0f location.  Currently, the robot is at position f0-0f and is holding a bomb. The following locations have hard rock: f1-3f, f1-1f, f3-3f, f3-1f, and f1-2f. The following locations have soft rock: f0-3f, f2-1f, f2-2f, f3-2f, and f2-3f. The gold is at f0-3f location. The laser is at f0-0f location.",Is the following action applicable in this state: move to location f0-1f from location f0-0f?,yes
-2371220937996138938,applicable_actions_bool,"A robotic arm is in a grid and can only move to locations that are connected to its current location. The 4x4 grid locations may have gold, hard rocks, or soft rocks. Rocks cannot be moved. The robotic arm can pick up laser or bomb. Only one item can be picked at a time. There is one laser is the grid that can be used to clear rocks. Robotic arm can fire laser at a location from a connected location. The locations are of the form fi-jf (e.g., f3-2f or f0-1f). The grid cells are connected to their neighbors (e.g., f1-2f is connected to the four neighbors f0-2f, f2-2f, f1-1f, and f1-3f).  If a bomb is picked, it cannot be placed back. It can only be detonated at connected location that have soft rock. Bomb supply is available at f0-0f location.  Currently, the robot is at position f0-0f and is holding gold. The following locations have hard rock: f1-3f, f3-3f, f3-1f, and f1-2f. The following locations have soft rock: f2-1f, f2-2f, f3-2f, and f2-3f. The gold is at f0-3f location. The laser is at f0-1f location.",Is the following action applicable in this state: detonate the bomb at location f3-3f connected to location f3-2f?,no
7243098492508331178,applicable_actions_bool,"A robotic arm is in a grid and can only move to locations that are connected to its current location. The 3x3 grid locations may have gold, hard rocks, or soft rocks. Rocks cannot be moved. The robotic arm can pick up laser or bomb. Only one item can be picked at a time. There is one laser is the grid that can be used to clear rocks. Robotic arm can fire laser at a location from a connected location. The locations are of the form fi-jf (e.g., f3-2f or f0-1f). The grid cells are connected to their neighbors (e.g., f1-2f is connected to the four neighbors f0-2f, f2-2f, f1-1f, and f1-3f).  If a bomb is picked, it cannot be placed back. It can only be detonated at connected location that have soft rock. Bomb supply is available at f0-0f location.  Currently, the robot is at position f2-0f and its arm is empty. The following locations have hard rock: f1-2f. The following locations have soft rock: f0-2f, f1-1f, f2-1f, and f2-2f. The gold is at f0-2f location. The laser is at f2-0f location.",Is the following action applicable in this state: pick up the laser at loc f2-0f?,yes
6973915593577870242,applicable_actions_bool,"A robotic arm is in a grid and can only move to locations that are connected to its current location. The 3x5 grid locations may have gold, hard rocks, or soft rocks. Rocks cannot be moved. The robotic arm can pick up laser or bomb. Only one item can be picked at a time. There is one laser is the grid that can be used to clear rocks. Robotic arm can fire laser at a location from a connected location. The locations are of the form fi-jf (e.g., f3-2f or f0-1f). The grid cells are connected to their neighbors (e.g., f1-2f is connected to the four neighbors f0-2f, f2-2f, f1-1f, and f1-3f).  If a bomb is picked, it cannot be placed back. It can only be detonated at connected location that have soft rock. Bomb supply is available at f0-0f location.  Currently, the robot is at position f0-2f and is holding gold. The following locations have hard rock: f1-3f, f1-4f, and f1-1f. The following locations have soft rock: f1-2f, f2-1f, f2-2f, f2-3f, and f2-4f. The gold is at f0-4f location. The laser is at f0-2f location.",Is the following action applicable in this state: move to location f0-1f from location f0-2f?,yes
2915370436510708604,applicable_actions_bool,"A robotic arm is in a grid and can only move to locations that are connected to its current location. The 3x4 grid locations may have gold, hard rocks, or soft rocks. Rocks cannot be moved. The robotic arm can pick up laser or bomb. Only one item can be picked at a time. There is one laser is the grid that can be used to clear rocks. Robotic arm can fire laser at a location from a connected location. The locations are of the form fi-jf (e.g., f3-2f or f0-1f). The grid cells are connected to their neighbors (e.g., f1-2f is connected to the four neighbors f0-2f, f2-2f, f1-1f, and f1-3f).  If a bomb is picked, it cannot be placed back. It can only be detonated at connected location that have soft rock. Bomb supply is available at f0-0f location.  Currently, the robot is at position f1-3f and its arm is empty. The following locations have hard rock: f0-3f, f2-2f, and f2-1f. The following locations have soft rock: f0-2f, f2-3f, and f0-1f. The gold is at f1-3f location. The laser is at f1-1f location.",Is the following action applicable in this state: put down the laser at location f2-3f?,no
8191101355819453703,applicable_actions_bool,"A robotic arm is in a grid and can only move to locations that are connected to its current location. The 3x3 grid locations may have gold, hard rocks, or soft rocks. Rocks cannot be moved. The robotic arm can pick up laser or bomb. Only one item can be picked at a time. There is one laser is the grid that can be used to clear rocks. Robotic arm can fire laser at a location from a connected location. The locations are of the form fi-jf (e.g., f3-2f or f0-1f). The grid cells are connected to their neighbors (e.g., f1-2f is connected to the four neighbors f0-2f, f2-2f, f1-1f, and f1-3f).  If a bomb is picked, it cannot be placed back. It can only be detonated at connected location that have soft rock. Bomb supply is available at f0-0f location.  Currently, the robot is at position f0-0f and its arm is empty. The following locations have hard rock: f1-2f. The following locations have soft rock: f2-2f, f1-1f, and f2-1f. The gold is at f0-2f location. The laser is at f0-0f location.",Is the following action applicable in this state: pick up the bomb at loc f0-0f?,yes
-9100102877228449972,applicable_actions_bool,"A robotic arm is in a grid and can only move to locations that are connected to its current location. The 3x4 grid locations may have gold, hard rocks, or soft rocks. Rocks cannot be moved. The robotic arm can pick up laser or bomb. Only one item can be picked at a time. There is one laser is the grid that can be used to clear rocks. Robotic arm can fire laser at a location from a connected location. The locations are of the form fi-jf (e.g., f3-2f or f0-1f). The grid cells are connected to their neighbors (e.g., f1-2f is connected to the four neighbors f0-2f, f2-2f, f1-1f, and f1-3f).  If a bomb is picked, it cannot be placed back. It can only be detonated at connected location that have soft rock. Bomb supply is available at f0-0f location.  Currently, the robot is at position f0-1f and is holding a laser. The following locations have soft rock: f1-3f, f2-3f, f2-1f, f2-2f, and f1-2f. The gold is at f0-3f location.",Is the following action applicable in this state: move from loc f0-1f to loc f0-2f?,yes
-3605009059303534783,applicable_actions_bool,"This domain consists of satellite(s) equipped with various instruments that can be switched on when the power is available. Each instrument has a calibration target object and supports taking images of objects in particular modes. When the instrument power is switched on, it is not calibrated. To calibrate an instrument, the satellite should point to the calibration target object and the instrument should be powered on. To take an image of an object, the satellite must point to that object and the instrument must be calibrated. There are 7 satellite(s), numbered consecutively. There are 7 possible target object(s): star1, phenomenon5, star3, star6, groundstation0, groundstation4, groundstation2. There are 3 image mode(s): image0, image2, image1. There are 18 instrument(s), numbered consecutively.  Satellite satellite6 has following instruments onboard: instrument16, instrument17, instrument15. Satellite satellite5 has following instruments onboard: instrument13, instrument12, instrument14. Satellite satellite1 has following instruments onboard: instrument4, instrument3, instrument5. Satellite satellite0 has following instruments onboard: instrument1, instrument2, instrument0. Satellite satellite3 has following instruments onboard: instrument7, instrument8. Satellite satellite4 has following instruments onboard: instrument11, instrument10, instrument9. Satellite satellite2 has following instruments onboard: instrument6. Instrument instrument5 supports image of mode image1 and its calibration target is star3. Instrument instrument14 supports image of mode image1 and its calibration target is groundstation4. Instrument instrument15 supports image of mode image1 and its calibration target is groundstation2. Instrument instrument6 supports image of mode image1 and its calibration target is groundstation2. Instrument instrument2 supports image of mode image1 and its calibration target is star1. Instrument instrument7 supports image of mode image0 and its calibration target is star3. Instrument instrument3 supports image of mode image2 and its calibration target is star3. Instrument instrument0 supports image of mode image2 and its calibration target is groundstation0. Instrument instrument13 supports image of mode image2 and its calibration target is groundstation0. Instrument instrument17 supports image of mode image1 and its calibration target is groundstation0. Instrument instrument11 supports image of mode image1 and its calibration target is star3. Instrument instrument8 supports image of mode image1 and its calibration target is groundstation0. Instrument instrument16 supports image of mode image1 and its calibration target is groundstation2. Instrument instrument10 supports image of mode image2 and its calibration target is groundstation4. Instrument instrument9 supports image of mode image1 and its calibration target is star3. Instrument instrument4 supports image of mode image2 and its calibration target is groundstation0. Instrument instrument1 supports image of mode image0 and its calibration target is groundstation4. Instrument instrument12 supports image of mode image0 and its calibration target is groundstation0.  Currently, Satellite satellite3 is pointing to star6. Satellite satellite4 is pointing to star1. Satellite satellite5 is pointing to phenomenon5. Satellite satellite2 is pointing to phenomenon5. Satellite satellite1 is pointing to phenomenon5. Satellite satellite6 is pointing to groundstation0. Satellite satellite0 is pointing to groundstation2. Power is available on the following satellite(s): satellite5, satellite4, satellite6, satellite0, satellite3. Following instruments are powered on: instrument4, instrument6. Following instruments are calibrated: instrument6. A image0 mode image of target phenomenon5 is available. ",Is the following action applicable in this state: take an image of direction phenomenon5 in mode image2 using instrument instrument6 on board satellite satellite2?,yes
8375597004903832137,applicable_actions_bool,"This domain consists of satellite(s) equipped with various instruments that can be switched on when the power is available. Each instrument has a calibration target object and supports taking images of objects in particular modes. When the instrument power is switched on, it is not calibrated. To calibrate an instrument, the satellite should point to the calibration target object and the instrument should be powered on. To take an image of an object, the satellite must point to that object and the instrument must be calibrated. There are 6 satellite(s), numbered consecutively. There are 11 possible target object(s): groundstation1, planet7, star2, groundstation4, groundstation5, groundstation6, star9, star10, planet8, star0, groundstation3. There are 3 image mode(s): spectrograph0, thermograph2, infrared1. There are 11 instrument(s), numbered consecutively.  Satellite satellite3 has following instruments onboard: instrument6. Satellite satellite2 has following instruments onboard: instrument5, instrument4, instrument3. Satellite satellite1 has following instruments onboard: instrument2. Satellite satellite0 has following instruments onboard: instrument1, instrument0. Satellite satellite4 has following instruments onboard: instrument7, instrument8. Satellite satellite5 has following instruments onboard: instrument9, instrument10. Instrument instrument5 supports image of mode infrared1 and its calibration target is star2. Instrument instrument0 supports image of mode infrared1 and its calibration target is star0. Instrument instrument6 supports image of mode thermograph2 and its calibration target is groundstation4. Instrument instrument2 supports image of mode thermograph2 and its calibration target is star2. Instrument instrument1 supports image of mode spectrograph0 and its calibration target is groundstation5. Instrument instrument4 supports image of mode thermograph2 and its calibration target is groundstation5. Instrument instrument8 supports image of mode spectrograph0 and its calibration target is star2. Instrument instrument9 supports image of mode thermograph2 and its calibration target is groundstation1. Instrument instrument3 supports image of mode thermograph2 and its calibration target is groundstation3. Instrument instrument7 supports image of mode spectrograph0 and its calibration target is groundstation3. Instrument instrument10 supports image of mode thermograph2 and its calibration target is groundstation4.  Currently, Satellite satellite0 is pointing to star10. Satellite satellite5 is pointing to star2. Satellite satellite2 is pointing to star0. Satellite satellite1 is pointing to planet8. Satellite satellite3 is pointing to star9. Satellite satellite4 is pointing to star10. Power is available on the following satellite(s): satellite5, satellite2, satellite4, satellite3, satellite0. Following instruments are powered on: instrument2. Following instruments are calibrated: instrument2. A infrared1 mode image of target star10 is available. ",Is the following action applicable in this state: turn on the instrument instrument5 on the satellite satellite2?,yes
-7751834981880871136,applicable_actions_bool,"This domain consists of satellite(s) equipped with various instruments that can be switched on when the power is available. Each instrument has a calibration target object and supports taking images of objects in particular modes. When the instrument power is switched on, it is not calibrated. To calibrate an instrument, the satellite should point to the calibration target object and the instrument should be powered on. To take an image of an object, the satellite must point to that object and the instrument must be calibrated. There is 1 satellite(s), numbered consecutively. There are 7 possible target object(s): groundstation1, star2, planet5, groundstation0, star4, groundstation3, planet6. There are 3 image mode(s): infrared2, image1, thermograph0. There are 1 instrument(s), numbered consecutively.  Satellite satellite0 has following instruments onboard: instrument0. Instrument instrument0 supports image of mode thermograph0 and its calibration target is star4.  Currently, Satellite satellite0 is pointing to star2. Power is available on the following satellite(s): satellite0. Following instruments are calibrated: instrument0. A thermograph0 mode image of target planet5 is available. A image1 mode image of target groundstation0 is available. A infrared2 mode image of target planet6 is available. A thermograph0 mode image of target groundstation0 is available. ",Is the following action applicable in this state: activate the instrument instrument0 which is on the satellite satellite0?,yes
-5846508606551177306,applicable_actions_bool,"This domain consists of satellite(s) equipped with various instruments that can be switched on when the power is available. Each instrument has a calibration target object and supports taking images of objects in particular modes. When the instrument power is switched on, it is not calibrated. To calibrate an instrument, the satellite should point to the calibration target object and the instrument should be powered on. To take an image of an object, the satellite must point to that object and the instrument must be calibrated. There are 6 satellite(s), numbered consecutively. There are 11 possible target object(s): groundstation1, planet7, star2, groundstation4, groundstation5, groundstation6, star9, star10, planet8, star0, groundstation3. There are 3 image mode(s): spectrograph0, thermograph2, infrared1. There are 11 instrument(s), numbered consecutively.  Satellite satellite3 has following instruments onboard: instrument6. Satellite satellite2 has following instruments onboard: instrument5, instrument4, instrument3. Satellite satellite1 has following instruments onboard: instrument2. Satellite satellite0 has following instruments onboard: instrument1, instrument0. Satellite satellite4 has following instruments onboard: instrument7, instrument8. Satellite satellite5 has following instruments onboard: instrument9, instrument10. Instrument instrument5 supports image of mode infrared1 and its calibration target is star2. Instrument instrument0 supports image of mode infrared1 and its calibration target is star0. Instrument instrument6 supports image of mode thermograph2 and its calibration target is groundstation4. Instrument instrument2 supports image of mode thermograph2 and its calibration target is star2. Instrument instrument1 supports image of mode spectrograph0 and its calibration target is groundstation5. Instrument instrument4 supports image of mode thermograph2 and its calibration target is groundstation5. Instrument instrument8 supports image of mode spectrograph0 and its calibration target is star2. Instrument instrument9 supports image of mode thermograph2 and its calibration target is groundstation1. Instrument instrument3 supports image of mode thermograph2 and its calibration target is groundstation3. Instrument instrument7 supports image of mode spectrograph0 and its calibration target is groundstation3. Instrument instrument10 supports image of mode thermograph2 and its calibration target is groundstation4.  Currently, Satellite satellite5 is pointing to planet8. Satellite satellite4 is pointing to groundstation3. Satellite satellite0 is pointing to star10. Satellite satellite1 is pointing to star10. Satellite satellite2 is pointing to star0. Satellite satellite3 is pointing to star9. Power is available on the following satellite(s): satellite5, satellite2, satellite4, satellite0, satellite3. Following instruments are powered on: instrument2. Following instruments are calibrated: instrument2. A infrared1 mode image of target star10 is available. ",Is the following action applicable in this state: power on instrument instrument2 on the satellite satellite1?,no
